mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_boosting_type,param_learning_rate,param_n_estimators,param_num_leaves,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
25.309921503067017,0.19960122822577975,0.11628142992655437,0.004147251174248635,dart,0.01,100,31,"{'boosting_type': 'dart', 'learning_rate': 0.01, 'n_estimators': 100, 'num_leaves': 31}",0.8884255957279493,0.8919897585954645,0.8916239941477688,0.8906797828237275,0.0016009300432101557,54
33.31641753514608,0.3304782550344276,0.1673553784688314,0.011926319234560182,dart,0.01,100,50,"{'boosting_type': 'dart', 'learning_rate': 0.01, 'n_estimators': 100, 'num_leaves': 50}",0.8916991276677456,0.8947695683979517,0.8937454279444038,0.893404708003367,0.0012764453580398573,53
80.71939857800801,6.256740332690441,0.17678221066792807,0.0043150302067332695,dart,0.01,100,100,"{'boosting_type': 'dart', 'learning_rate': 0.01, 'n_estimators': 100, 'num_leaves': 100}",0.8948812201678829,0.8952816386247257,0.8972384784198976,0.8958004457375021,0.0010298987755675748,52
59.83198094367981,1.771607275539514,0.24265503883361816,0.005028566087678011,dart,0.01,200,31,"{'boosting_type': 'dart', 'learning_rate': 0.01, 'n_estimators': 200, 'num_leaves': 31}",0.9004590259870887,0.9041697147037308,0.902542062911485,0.9023902678674348,0.0015186801264041269,49
91.02040282885234,0.5648642046465835,0.30825169881184894,0.007812076683827143,dart,0.01,200,50,"{'boosting_type': 'dart', 'learning_rate': 0.01, 'n_estimators': 200, 'num_leaves': 50}",0.9028364514182257,0.9065288953913679,0.904407461594733,0.9045909361347756,0.0015130064559967034,47
180.0182032585144,2.142077911014523,0.45630383491516113,0.008676024067211388,dart,0.01,200,100,"{'boosting_type': 'dart', 'learning_rate': 0.01, 'n_estimators': 200, 'num_leaves': 100}",0.9055064830562718,0.9085040234089247,0.906784930504755,0.9069318123233172,0.0012281402587961136,44
198.48024733861288,2.092215270649962,0.7581357955932617,0.012969414011552823,dart,0.01,500,31,"{'boosting_type': 'dart', 'learning_rate': 0.01, 'n_estimators': 500, 'num_leaves': 31}",0.9055430588321355,0.9086320409656181,0.9060899780541332,0.9067550259506291,0.0013458997445869444,45
292.9445108572642,1.629840851080636,1.0189806620279949,0.019224576968578665,dart,0.01,500,50,"{'boosting_type': 'dart', 'learning_rate': 0.01, 'n_estimators': 500, 'num_leaves': 50}",0.9066769078839085,0.9098024871982443,0.9076079005120702,0.9080290985314078,0.0013103097194102065,42
550.4098773797353,2.7173547798652526,1.4766302108764648,0.024963590550874725,dart,0.01,500,100,"{'boosting_type': 'dart', 'learning_rate': 0.01, 'n_estimators': 500, 'num_leaves': 100}",0.9083593935736362,0.9107717629846379,0.9096196049743965,0.9095835871775568,0.0009851749438724508,38
36.208431561787926,0.8036370673893246,0.14415907859802246,0.0015789161031686725,dart,0.05,100,31,"{'boosting_type': 'dart', 'learning_rate': 0.05, 'n_estimators': 100, 'num_leaves': 31}",0.9059819681424992,0.9095830285296269,0.9075164594001464,0.9076938186907575,0.0014754663028818276,43
49.918487866719566,0.6102842225776465,0.16543992360432944,0.0034410449073970072,dart,0.05,100,50,"{'boosting_type': 'dart', 'learning_rate': 0.05, 'n_estimators': 100, 'num_leaves': 50}",0.9070792414184086,0.9107534747622531,0.908814923189466,0.9088825464567091,0.0015007614391721812,40
